UFID,GRND_FLR,HEIGHT,CONT,ABSOLUTE_HEIGHT,latitude,longitude
1971191706254457630300000000,1.0,3,0.0,3.0,37.51405539870149,126.9069779886959
2002191849424458377500000000,5.0,14,18.130254570039973,32.13025457003997,37.51472997744718,126.9085964878855
2016191901774459133100000000,6.0,18,14.585801321659709,32.58580132165971,37.51541115719447,126.90918772709615
1998191812184458156500000000,4.0,12,18.598901451004853,30.598901451004853,37.51453045382002,126.90817548531588
1981192417684459601900000000,2.0,6,15.581399065022758,21.581399065022758,37.5158379412389,126.91502290638381
1986192316494460246700000000,2.0,6,14.040280097807837,20.040280097807837,37.51641809589771,126.91387761475431
2000191886294458531900000000,3.0,7,18.196740754879276,25.196740754879276,37.51486935714421,126.90901337374753
1985191889224458326700000000,3.0,9,20.0,29.0,37.51468449556697,126.90904674493696
2017191881774457709400000000,7.0,19,20.0,39.0,37.51412818315547,126.90896303014168
2001191947044458015100000000,4.0,12,16.17350485408883,28.17350485408883,37.51440423832288,126.90970112890514
1991192353454460393800000000,2.0,6,12.824612051780354,18.824612051780356,37.51655088535751,126.91429548063041
1961191890184459279400000000,1.0,3,14.052084062773432,17.05208406277343,37.51554288182577,126.90905654086691
1990192362374460413900000000,3.0,9,13.065654635086263,22.06565463508626,37.516569135896596,126.91439634541806
2001191954644457875200000000,4.0,12,16.109751932484844,28.109751932484844,37.51427826119216,126.9097871970446
1990191868744460388600000000,2.0,7,10.895906578535797,17.895906578535797,37.516542075989065,126.90881273494907
1992192324124460457900000000,2.0,6,12.38072786778844,18.38072786778844,37.51660844934464,126.91396362107207
2002192324934460049800000000,5.0,16,14.660284837805854,30.660284837805854,37.51624078181466,126.91397321816262
1985192407984459705600000000,1.0,3,15.481691626021924,18.481691626021924,37.515931317422876,126.91491297832275
1987191852394457398000000000,3.0,9,0.0,9.0,37.51384739235583,126.90863123323142
1991192340804460613800000000,2.0,6,11.812947889387521,17.812947889387523,37.51674900607455,126.91415223796666
1997191867854457447600000000,3.0,9,20.0,29.0,37.513892185178314,126.90880600420246
2001191940454457690600000000,4.0,12,18.627082645798165,30.627082645798165,37.51411183249321,126.90962685666224
2018191855424458809300000000,6.0,19,15.0,34.0,37.51511891527002,126.90866378094147
1964192131334457548600000000,1.0,3,19.391111392871682,22.391111392871682,37.51398553738356,126.9117860496234
1988192289274459994600000000,3.0,9,14.231332486870667,23.231332486870667,37.516190716447746,126.91356993689715
2001191925384457367500000000,4.0,11,0.0,11.0,37.51382055072559,126.90945676412956
2001191940434457549600000000,4.0,14,18.005286866614856,32.00528686661485,37.51398480638714,126.90962685526341
2012192306294459991700000000,5.0,14,14.65254481304104,28.65254481304104,37.516188228054375,126.91376253821909
1970192283164459604300000000,1.0,3,14.735040673414407,17.735040673414407,37.51583902640098,126.91350124154295
1987191850064457576400000000,3.0,9,20.0,29.0,37.514008077947466,126.90860467504965
1985191856924457844900000000,1.0,3,20.0,23.0,37.51425013947262,126.90868196716255
1960192249614459555000000000,1.0,3,13.564729821880807,16.564729821880807,37.51579433702878,126.91312183368656
2011191773424458113900000000,1.0,3,16.799605006331202,19.799605006331202,37.5144917335053,126.90773718941611
2004191893594457693500000000,4.0,12,20.0,32.0,37.51411399233992,126.90909685768555
2001191945024457876200000000,4.0,12,17.502821708316468,29.502821708316468,37.51427910906376,126.90967836902189
1982191768974457401500000000,5.0,15,0.0,15.0,37.51384979227863,126.90768767222411
1994191784964457895000000000,4.0,14,19.09879488358818,33.098794883588184,37.51429462787389,126.9078679115777
1997192233284459804400000000,3.0,9,11.928833837602724,20.928833837602724,37.516018833107175,126.91293686788235
1987191887944458433800000000,3.0,9,19.356329030232757,28.356329030232757,37.51478092586588,126.90903217444902
2006192386864459926000000000,4.0,15,15.735975183347199,30.7359751833472,37.51612973414874,126.91467385242291
0000191913514457601000000000,2.0,6,19.481718284952194,25.481718284952194,37.51403081074941,126.90932233704474
